,,,,,,,,
,,,,,,,,
place,title,name,type,latitude,longitude,code,enclosed_by,date
[L74f1dc3e-8b18-46e3],Tudela,Tudela,City,,,789,
[Lad968203-d4d6-454c],Zaragoza,Zaragoza,City,,,"Apr 27, 875",
[L4ba64989-bee8-432c],China (Zhongguo 中國),China (Zhongguo 中國),Country,,,541,
[L87cf1d96-a0db-4cbd],Chang'an,Chang'an,City,,,566,[L4ba64989-bee8-432c]
[L1fa313d2-52b2-4260],T,T,State,,,598,[L4ba64989-bee8-432c]
[Lc01d1600-e239-4465],Lizhou,Lizhou,State,,,624,[L4ba64989-bee8-432c]
[L93817fed-0f02-415c],Mutapa,Mutapa,Country,,,1624,
[L05338c17-be7a-47fd],Brasil,Brasil,Country,,,1560,
[L566b86ae-b6e0-4b8e],São Paulo,São Paulo,State,,,1560,[L05338c17-be7a-47fd]
[Le35b04c3-6cba-4011],León,León,Country,,,999,
[L0bb6a72e-871b-4d17],Honduras,Honduras,Country,,,437,
[5f164ab9-430e-484f-88a5-ec014b16b515],Copán,Copán,City,,,437,[L0bb6a72e-871b-4d17]
[Lbb27b339-a666-4cb3],São Paulo,São Paulo,City,,,1627,[L05338c17-be7a-47fd]
[L4b235323-b0a1-440e],Tawantinsuyu,Tawantinsuyu,Country,,,1529,
[L4f881183-05a3-47b3],Brazil,Brazil,Country,,,"Sep 21, 1815",
[Lc2c97a07-3bb9-4909],Minas Gerais,Minas Gerais,State,,,"Sep 21, 1815",[L4f881183-05a3-47b3]
[L835d3554-b1df-4430],Cachoeira do Campo,Cachoeira do Campo,City,,,"Sep 21, 1815",[Lc2c97a07-3bb9-4909]
[Lf77ae628-fc20-4f73],Paraiba,Paraiba,State,,,"Mar 7, 1730",[L05338c17-be7a-47fd]
[L4af4242b-237b-4636],Rio de Janeiro,Rio de Janeiro,State,,,"Sep 9, 1705",[L05338c17-be7a-47fd]
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
person,firstname,surname,callname,prefix,suffix,title,gender,source,note,birthdate,birthplace,birthplaceid,birthsource,baptismdate,baptismplace,baptismplaceid,baptismsouce,deathdate,deathplace,deathplaceid,deathsource
[P2a5e46c6-6a7a-48f9],Unknown,,,,,,,,,,,,,,,,,,,,
[P25c3cacf-ae90-4a4a],Ebarti,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P4f941820-5d6e-4427],Unknown,,,,,,,,,,,,,,,,,,,,
[P5df0daa6-52f8-4795],Kindattu,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P1c710555-4e3b-4605],Unknown,,,,,,,,,,,,,,,,,,,,
[P5d0e50a6-c81b-472f],Idattu,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P46df3040-8d24-45e4],Unknown,,,,,,,,,,,,,,,,,,,,
[P800a6054-ac9f-44ad],Tan-ruhuratir,,,,,,masculino,,According to Primary Sources.,,,,,,,,,,,,
[P2f3dfae3-0699-4ecf],Mekubi,,,,,,,,,,,,,,,,,,,,
[Pb50ebba5-6476-4031],Idattu,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[Pde041edf-c765-40e9],Tazitta,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pd4fdc374-99b6-40a8],Lurak-luhhan,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[Pf727b3bd-41d5-463e],Ebarti,,,,,,masculino,,According to Primary Sources.,,,,,,,,,,,,
[P19df66aa-161e-4688],Idattu-napir,,,,,,masculino,,According to Primary Sources.,,,,,,,,,,,,
[P1d81bc52-29a9-4ae0],Idattu-temt,,,,,,masculino,,No primary source was found to confirm this.,,,,,,,,,,,,
[P181525b9-4fa5-4ef3],Ordoño,,,,,,male,,According to Primary Sources.,,,,,,,,,924,,,
[P49ebc7ed-1f3b-49e6],Unknown,,,,,,,,,,,,,,,,,,,,
[P04121b89-d05b-4573],Elvira Menéndez,,,,,,,,,,,,,,,,,,,,
[P8da992de-1941-40a7],Aragonta Gonzales,,,,,,,,,,,,,,,,,,,,
[Pe75502ae-d914-4499],Sancha Sanchez,,,,,,,,,,,,,,,,,,,,
[P3c510ae4-d045-4f57],Ramiro,,,,,,male,,According to Primary Sources.,,,,,,,,,"Jan 1, 951",,,
[Pf917bbed-7418-46d8],Adosinda,,,,,,,,,,,,,,,,,,,,
[P7a492e1e-3dc4-4cc6],Urraca,,,,,,,,,,,,,,,,,,,,
[P8b13ce67-cf44-4a85],Artiga,,,,,,,,,,,,,,,,,,,,
[P9ee01ad2-4827-46aa],Unknown,,,,,,,,,,,,,,,,,,,,
[P72ca5af9-89ec-4425],Lovesendo,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P4e722ebc-6a6f-422a],Sa'd,,,,,,,,,,,,,,,,,,,,
[Pa2bd38aa-bf3f-4ff7],Artiga,,,,,,,,,,,,,,,,,,,,
[P539e6b5a-55de-46e9],Ordoño,,,,,,male,,According to Primary Sources.,,,,,,,,,956,,,
[P83fa8e52-5c2d-4882],Urraca,,,,,,,,,,,,,,,,,,,,
[P1892d678-57e9-49bc],____ Peláez,,,,,,,,,,,,,,,,,,,,
[Paa136df3-bf86-4f16],Unknown,,,,,,,,,,,,,,,,,,,,
[P5fcda57a-2d93-4054],Vermudo,,,,,,male,,According to Primary Sources.,,,,,,,,,999,,[Le35b04c3-6cba-4011],
[P13c43015-84de-45c4],Velasquita,,,,,,,,,,,,,,,,,,,,
[P1837d205-abfe-4037],Elvira Garcia,,,,,,,,,,,,,,,,,,,,
[P3e43aaf0-f390-4a64],Unknown,,,,,,,,,,,,,,,,,,,,
[P90abbba3-a609-47a0],Alfonso,,,,,,male,,According to Primary Sources.,,,,,,,,,"Aug 7, 1028",,[Le35b04c3-6cba-4011],
[P0deddae1-aada-459c],Elvira Menéndez,,,,,,,,,,,,,,,,,,,,
[P67de8543-75ae-49d6],Urraca Garcia,,,,,,,,,,,,,,,,,,,,
[P63dc4467-e5b6-43ef],Unknown,,,,,,,,,,,,,,,,,,,,
[P19ca45ba-442d-4bc0],Vermudo,,,,,,male,,According to Primary Sources.,,,,,,,,,1037,,[Le35b04c3-6cba-4011],"Florez, Henriques Fr"
[Pb692c305-56c5-41dd],Urraca,,,,,,,,,,,,,,,,,,,,
[P7009497b-b358-4f7d],Elvira,,,,,,,,,,,,,,,,,,,,
[P680c754e-177a-4e50],Jimensa Sánchez,,,,,,,,,,,,,,,,,,,,
[P869201d8-cb43-4f2e],Unknown,,,,,,,,,,,,,,,,,,,,
[Pdecbf639-d711-481d],Sancho,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P49dabcb0-35fe-4561],Alfonso,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P83e39a77-f66c-416c],Jimena,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P77b97cad-f4a4-4c32],Garcia,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P948c4e13-a123-40b6],Auria,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pf69083f1-56fb-4d52],Vermudo,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P66bd75d3-968a-4aed],Sancho,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pc36deca3-e3fc-42a0],Elvira,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pc59e2e5b-45ca-4199],Aboazar (Ramires),,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P49e92cee-4e27-41f5],Aboazar Lovesendes,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pd836d5f0-c2e1-4211],Aboazar Lovesendes,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P41c89a0f-a5ad-48d2],Cristina,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P6c5b30a4-ccd0-4486],Sancha,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P74a4245a-c2af-45e4],Tereza,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P44cb5ea7-b910-4429],Elvira,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pa840a252-f572-4ce8],Pelayo Vermúdez,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pa4146027-75f2-4795],Ordoño Vermúdez,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P955d7605-3bba-44d1],Vermudo Vermúdez,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pcef9133a-c013-408e],Piñolo Vermúdez,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pe8abc435-174e-4cbb],Elvira Vermúdez,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P0f92a548-fb2c-430f],Sancha Vermúdez,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P533f89b7-05d5-447c],Sancha,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pec32cc0d-3fa3-4966],Jimena,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pff7b1b09-c101-454b],Nuño Alfonso,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P8b2fa283-2c43-43e9],Alfonso,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P0ae2ad61-8cc4-45e6],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P4a365625-add5-4701],Unknown,,,,,,,,,,,,,,,,,,,,
[Pcbfe8256-3359-4488],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P9ff20ce1-e21c-4bbd],Unknown,,,,,,,,,,,,,,,,,,,,
[Pbcde717d-e0dd-42c7],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P15b25270-b119-44ce],Unknown,,,,,,,,,,,,,,,,,,,,
[P7ad77d69-b2c9-47ca],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P30fc41c2-f8f5-4287],Unknown,,,,,,,,,,,,,,,,,,,,
[P7db05ede-d21b-45af],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P86429e53-425c-46c7],Unknown,,,,,,,,,,,,,,,,,,,,
[P18ed834b-b6f9-4e14],Unknown,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P8a164247-af9c-4235],Unknown,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P9e5806eb-ef07-4a7b],Unknown,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P1df5ab73-f093-46ea],Unknown,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P2f37e2f8-356a-4f3c],Unknown,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P9ef25a2f-32a5-477e],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P014c833f-d6e1-4b50],Unknown,,,,,,,,,,,,,,,,,,,,
[P5269a2c2-48ac-4add],Unknown,,,,,,femenino,,According to Primary Sources.,,,,,,,,,,,,
[Pa4e22ab7-03b9-439d],Unknown,,,,,,,,,,,,,,,,,,,,
[Pf74ffa73-cbea-4d86],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P015ec22b-f690-4362],Unknown,,,,,,,,,,,,,,,,,,,,
[P275158c0-b824-4cea],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P793027e4-d062-4b26],Unknown,,,,,,,,,,,,,,,,,,,,
[Pebedeb15-9890-4e6b],Unknown,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pff268c29-0ea0-47d2],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P15db5986-6377-410d],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pd2c0538a-8f7c-4654],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P405c1e41-7477-4b2d],K’inich Yax K’uk’ Mo,,,,,,male,,According to Primary Sources.,,,,,,,,,437,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P54b7bf19-b01f-41c8],Unknown,,,,,,,,,,,,,,,,,,,,
[Pe8404d39-113b-434c],K’inich Popol Hol,,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[Pb647d0bb-19d6-49b6],Unidentified,,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[P2551ffa2-90d2-45ec],K’altuun Hix,,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[P25e6dc95-3024-43aa],Unknown,,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[Pb4f93766-397e-4d6a],Unidentified,,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[Pe71f0fe9-405f-4dbe],Bahlam Nehn,,,,,,make,,According to Primary Sources.,,,,,,,,,532,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P79498381-a356-44b0],Unknown,,,,,,,,,,,,,,,,,,,,
[P104eea25-a2ae-4dbc],Wi’ Yohl K’inich,,,,,,masculine,,According to Primary Sources.,,,,,,,,,551,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P93c1a563-3029-4403],Unknown,,,,,,masculine,,According to Primary Sources.,,,,,,,,,553,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P41babe8f-c403-4e18],Moon Jaguar,,,,,,masculine,,According to Primary Sources.,,,,,,,,,578,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P96373e79-5878-477c],Butz' Chan,,,,,,masculine,,According to Primary Sources.,,,,,,,,,628,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P62aa7397-ee86-4c42],K’ahk Uti’ Witz’ K’awiil,,,,,,male,,According to Primary Sources.,,,[5f164ab9-430e-484f-88a5-ec014b16b515],,,,,,695,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[Pd176a696-3739-4e8a],Unknown,,,,,,,,,,,,,,,,,,,,
[P9e5a8bc6-d0df-4c45],Waxaklajuun Ubaah K’awiil,,,,,,masculine,,According to Primary Sources.,,,,,,,,,738,,,
[P19a6ba75-abd3-496a],K’ahk’ Joplaj Chan K’awiil,,,,,,male,,According to Primary Sources.,,,,,,,,,749,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P6b712b3d-1b3b-4ecd],Unknown,,,,,,,,,,,,,,,,,,,,
[P389d079d-ef8b-45e0],K’ahk’ Yipyaj Chan K’awiil,,,,,,male,,According to Primary Sources.,,,,,,,,,761,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[Pf9a854c2-93d4-4bbb],Chak Ni Ye’ Xook,,,,,,,,,,,,,,,,,,,,
[P238e4271-7461-48b9],Yax Pasaj Chan Yopaat,,,,,,masculine,,According to Primary Sources.,754,,[5f164ab9-430e-484f-88a5-ec014b16b515],,,,,,810,,[5f164ab9-430e-484f-88a5-ec014b16b515],
[P73707b7d-45db-47c2],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[Paaec2bd2-6808-4153],Unknown,,,,,,,,,,,,,,,,,,,,
[P39615aeb-8216-4531],Maria,de Faria,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[Pf0bee1f7-d493-49fc],Pedro Vicente,,,,,,,,,,,,,,,,,,,,
[P35c075e1-1ca4-4a1b],Philippa,Vicente,,,,,female,,According to Primary Sources.,,,,,,,,,1627,,[Lbb27b339-a666-4cb3],
[Paf25d3a9-3c5c-4376],João de Prado,,,,,,,,,,,,,,,,,,,,
[Pc36e6f6f-9e1f-4322],Izabel,do Prado,,,,,female,,According to Primary Sources.,,,,,,,,,1668,,[Lbb27b339-a666-4cb3],
[Pb689d239-6b7e-471f],Pascoal Leite,,,,,,,,,,,,,,,,,,,,
[P450b9f70-8983-4ae3],Maria,Leite da Silva,,,,,female,,According to Primary Sources.,,,,,,,,,1670,,[Lbb27b339-a666-4cb3],
[Pb8fb53a4-d56e-4f1c],Pedro Dias,,,,,,,,,,,,,,,,,,,,
[P0f3c457d-0eb1-4f6d],Helena,do Prado,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P92d061f3-06d9-4d48],Pedro Leme,,,,,,,,,,,,,,,,,,,,
[P9ac9d4f2-5148-4c5a],Felippa,Vicente,,,,,female,,According to Primary Sources.,,,,,,,,,1615,,[Lbb27b339-a666-4cb3],
[Pe31e14e8-9d8f-433d],Luiz Furtado,,,,,,,,,,,,,,,,,,,,
[P5f8d36d8-2837-493d],João,do Prado,,,,,male,,According to Primary Sources.,,,,,,,,,1615,,[Lbb27b339-a666-4cb3],
[P21629c69-0ac4-495f],Maria da Silva,,,,,,,,,,,,,,,,,,,,
[P6b5d9281-28fa-4428],Unknown,,,,,,masculino,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pb9474938-5c6e-4aab],Unknown,,,,,,,,,,,,,,,,,,,,
[Pbcb338cf-a370-48b6],Fulana Guassú,,,,,,feminino,,According to Primary Sources.,,,,,,,,,,,,
[P244b4b23-aedd-4359],Domingos Luiz Grou,,,,,,,,,,,,,,,,,,,,
[P43b839cd-c552-434e],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pa3d5fd7e-6b45-47ff],Maria do Prado,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P60aa7c3d-ad62-4986],Pero do Prado,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pd32e4087-13a5-4785],Manco Capac,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P60fdad3a-3c6f-4051],Mama Ocllo,,,,,,,,,,,,,,,,,,,,
[Pc550a177-ecab-4d47],Sinchi Roca,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P55a3caae-a076-4305],Mama Coca,,,,,,,,,,,,,,,,,,,,
[Pce6adef3-f531-4b2b],Lloque Yupanqui,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P99b809b2-f336-4c8b],Mama Cora Ocllo Coya,,,,,,,,,,,,,,,,,,,,
[P2e182641-6822-49c0],Mayta Capac,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P50af8bb0-d7d1-499d]," Chimbo Mama Yachi",,,,,,,,,,,,,,,,,,,,
[P096e8433-5ecd-4179],Capac Yupanqui,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P252e7516-114a-4874],Cusi Hilpay,,,,,,,,,,,,,,,,,,,,
[P0aee4c0b-8a42-450c],Cusi Chimbo,,,,,,,,,,,,,,,,,,,,
[P9c28b2f6-8726-4356],Unknown,,,,,,,,,,,,,,,,,,,,
[P34b9c54f-b52d-48d4],Inca Roca,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P8963c1b3-3cf4-4053],Cusi Chimbo,,,,,,,,,,,,,,,,,,,,
[P8a33d673-441f-4abc],Unknown,,,,,,,,,,,,,,,,,,,,
[P758716ba-e19c-4a1a],Yahuar Huacac,,,,,,male,,No primary source was found to confirm this.,,,,,,,,,,,,
[P58bb27be-b5d2-49f7],Ipauaco Mamachi Coya,,,,,,,,,,,,,,,,,,,,
[Pbfdca88e-9c37-4aee],Viracocha,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P02eddaa0-f629-431a],Mama Yunto Cayan Coya,,,,,,,,,,,,,,,,,,,,
[P61c327e2-8b3f-47fe],Urcon Inca,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P96238d4f-c326-4c4c],Unknown,,,,,,,,,,,,,,,,,,,,
[Pf89f9b79-65ea-4890],Mama Anauarque,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P1168afe6-3f90-43c3],Titu Cusi Yupanki (<i>Pachacuti</i>),,,,,,,,,,,,,,,,,,,,
[P1dcf2851-3024-45af],Amaro Topa,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P7d054e20-f52f-4a92],Curi Ocllo,,,,,,,,,,,,,,,,,,,,
[P7b5fbc03-7c31-46f6],Yamque Yupanqui,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[Pc3a2edb7-b421-4ffb],Unknown,,,,,,,,,,,,,,,,,,,,
[Pa49598b0-346b-44a3],Tupak Yupanki,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[Pc55b1694-65a6-4276],Ocllo Coya,,,,,,,,,,,,,,,,,,,,
[Pf6634970-6a89-4539],Huayna Capac (<i>Guayanacaba</i>),,,,,,male,,According to Primary Sources.,,,,,,,,,1529,,[L4b235323-b0a1-440e],
[P823bf134-6eea-4ccc],Mama Ocllo,,,,,,,,,,,,,,,,,,,,
[Pbcb9a71c-b8c3-4c8f],Paccha,,,,,,,,,,,,,,,,,,,,
[P9e2e2931-1110-4945],Huascar,,,,,,male,,According to Primary Sources.,,,,,,,,,1533,,[L4b235323-b0a1-440e],
[P280ae3d7-efe7-4318],Chuquillanto Coya,,,,,,,,,,,,,,,,,,,,
[P50ba5cec-3c09-4789],Atahualpa,,,,,,male,,According to Primary Sources.,,,,,,,,,1533,,[L4b235323-b0a1-440e],
[Pa57736e9-d6df-4d70],Unknown,,,,,,,,,,,,,,,,,,,,
[P2b160656-7860-456b],Jesus,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pc5f91c9a-e9ff-4233],Quispe Yupanqui,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P4e9f3943-810c-4b39],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P31af3f24-063d-4769],Unknown,,,,,,,,,,,,,,,,,,,,
[Paf89eb61-4e26-412e],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P1f2de871-8859-4392],Unknown,,,,,,,,,,,,,,,,,,,,
[P7e747c20-7990-48b6],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P7399475e-f59e-4b54],Unknown,,,,,,,,,,,,,,,,,,,,
[P0bcef77c-be05-4de6],Unknown,,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[P5cd88236-3637-4510],Desconhecido,,,,,,,,,,,,,,,,,,,,
[P91af414c-04a2-4b57],Unknown,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P832b4144-77d5-46a1],Unknownn,,,,,,,,,,,,,,,,,,,,
[P4a074516-938b-4629],Unknown,,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P093f191d-4be2-4775],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pfcc69f87-e487-43a7],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P1c83e4bb-aaee-4bd8],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pa5217aa4-8baa-4229],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[Pd41f7b0d-6367-42e9],Desconhecido,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P66630873-6893-4488],Unknown,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P1de273a9-dcbe-4a48],Name of the child.,,,,,,,,No primary source was found to confirm this.,,,,,,,,,,,,
[P3ea21df7-f7c0-4341],"Joaquina ""Cabra""",,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[Pd491cad7-214a-4c0c],Unknown,,,,,,,,,,,,,,,,,,,,
[P4249dd37-afe0-441f],Willem,Lem,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P22e17233-7bad-4408],Catherine,,,,,,,,,,,,,,,,,,,,
[Pd922e3f2-d380-41a1],Maertin,Lem,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P99dac8cb-60a4-496c],Jeanne,,,,,,,,,,,,,,,,,,,,
[P6938a5f7-6c09-463a],Maertin,Lem,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P4d364569-354c-4041],Leonor Rodrigues,,,,,,,,,,,,,,,,,,,,
[P571ffa6b-2828-42d8],Adrienne Van Nieuwenhove,,,,,,,,,,,,,,,,,,,,
[Pe032fc86-3e28-4b9a],Martim,Leme,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[Pd94733a3-c0f0-4e18],Adrienne Van Nieuwenhove,,,,,,,,,,,,,,,,,,,,
[P507a2b66-94d1-4cd4],Rui,Leme,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[P8f277307-325b-4c85],Antonio,Leme,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P5ab3a65c-6346-45a8],Catharina de Barros,,,,,,,,,,,,,,,,,,,,
[P79f33b23-c8fa-4dc5],Antão,Leme,,,,,male,,According to Primary Sources.,,,,,,,,,,,,
[P14523b2b-14ce-4b9e],Unknown,,,,,,,,,,,,,,,,,,,,
[Pf0f2c7cb-390c-43f0],Pero,Leme,,,,,male,,According to Primary Sources.,,,,,,,,,1600,,[L05338c17-be7a-47fd],
[P8b5d9721-d2cb-4d16],Luzia Fernandes,,,,,,,,,,,,,,,,,,,,
[P8cee7b6f-ab8c-42d5],Gracia Rodrigues,,,,,,,,,,,,,,,,,,,,
[P82c1f4d6-05a1-4e3a],Isabel Paes,,,,,,,,,,,,,,,,,,,,
[P2e9d9ef0-195e-4d9e],Leonor,Leme,,,,,female,,According to Primary Sources.,1540,,[L05338c17-be7a-47fd],,,,,,1633,,[L05338c17-be7a-47fd],
[Pbdefcf40-953c-4d20],Bráz Esteves,,,,,,,,,,,,,,,,,,,,
[Pd9a97d77-f852-4fd4],Braz,Esteves,,,,,masculino,,According to Primary Sources.,,,,,,,,,,,,
[Pb7c92221-e2b9-465d],Maria da Lux Corrêa,,,,,,,,,,,,,,,,,,,,
[Pf1a161ab-eaa9-41b7],Lucrécia,Leme,,,,,female,,According to Primary Sources.,,,,,,,,,1645,,[L05338c17-be7a-47fd],
[P56609b4b-3f23-40b2],Fernão Dias (Paes),,,,,,,,,,,,,,,,,,,,
[P74a2bea9-bfc5-4499],João,Leite da Silva,,,,,masculine,,According to Primary Sources.,1606,,[L05338c17-be7a-47fd],,,,,,,,,
[P85507c9e-ace0-40f2],Fernão,Dias Paes,,,,,male,,According to Primary Sources.,1608,,[L05338c17-be7a-47fd],,,,,,1681,,[Lc2c97a07-3bb9-4909],
[Pd8eb6c39-f4b4-419e],Maria Garcia,,,,,,,,,,,,,,,,,,,,
[Pe12b3061-7218-4e12],Garcia,Roiz Paes,,,,,male,,According to Primary Sources.,,,,,"Sep 10, 1659",,[L566b86ae-b6e0-4b8e],,"Mar 7, 1730",,[Lf77ae628-fc20-4f73],
[P20f5e280-0837-4b80],Maria Pinheyra da Fonseca,,,,,,,,,,,,,,,,,,,,
[P51e72cb6-6573-4929],Ignacio,Dias Velho,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[P7941b2a2-7fa0-4567],Lucrécia,Leme Borges de Serqueira,,,,,female,,According to Primary Sources.,,,,,,,,,,,,
[Pf4ac373b-bda8-41cd],Manoel de Sá e Figueiredo,,,,,,,,,,,,,,,,,,,,
[P4b6efa49-843d-484a],Garcia,Roiz Paes Leme,,,,,masculine,,According to Primary Sources.,,,,,,,,,,,,
[P0dc52dde-6048-474a],Pedro,Dias Paes,,,,,male,,According to Primary Sources.,,,,,"Sep 9, 1705",,[L4af4242b-237b-4636],,,,,
[P44f8d3e0-c2e3-490f],Francisca Joaquina Forjas Pereira,,,,,,,,,,,,,,,,,,,,
[P821e282f-9bf7-4359],Aleixo Leme,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P9ae0895b-9db8-48d9],Pero Leme,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[P6c21b7ce-fc40-4e25],Antonia Leme,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pdcb7cddb-ebe3-4aa2],Leonor Leme,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
[Pa1ad589d-f9f7-4d4a],Domingos Leite da Silva,,,,,,,,According to Primary Sources.,,,,,,,,,,,,
