,,,,,,,,
,,,,,,,,
place,title,name,type,latitude,longitude,code,enclosed_by,date
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
person,firstname,surname,callname,prefix,suffix,title,gender,source,note,birthdate,birthplace,birthplaceid,birthsource,baptismdate,baptismplace,baptismplaceid,baptismsouce,deathdate,deathplace,deathplaceid,deathsource
[P94bdeedd-1949-4bf4],Li Zuo (李祚),Li,,,,,masculino,"Jinhua, C.",De acuerdo con fuentes primarias.,892,,[L4ba64989-bee8-432c],Britannica Editors,,,,,908,,[L4ba64989-bee8-432c],"Mark, E."
[Pd9b3ff3e-5bfa-44ab],Li Jiancheng (李建成),,,,,,,"Wong, W. P.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P878a67d9-951a-45cb],Li Yuanji (李元吉),,,,,,,"Wong, W. P.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pa69b3da9-14bc-4c71],Desconocido,,,,,,,"Mark, E.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P00cfccbf-2e34-4e39],Desconocida,,,,,,,"Mark, E.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pf16fdf20-6450-41ac],Desconocida,,,,,,,"Mark, E.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P4801f737-cbdf-489a],Li Hong (李弘),,,,,,,"Mark, E.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P7ddc98c0-17b0-4c98],Taiping (太平),,,,,,,"Jay, J. W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pcde85607-608d-4c2f],Li Rong (李溶),,,,,,,"Zou, X.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P2d172ee1-e247-42ba],Wu Shihuo (武士穫),Wu,,,,,masculino,"Karetzky, P. E.",De acuerdo con fuentes primarias.,559,,[L4ba64989-bee8-432c],"伍伯常, & NG Pak Sheung",,,,,635,,[L4ba64989-bee8-432c],"伍伯常, & NG Pak Sheung"
[P158520f1-0c16-407e],Desconocida,,,,,,,,,,,,,,,,,,,,
[P2405ace1-a0d5-4807],Girnamme,,,,,,masculino,"Hinz, W.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P09cf9563-4907-48ff],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pf11d729b-2084-49e4],Tazitta,,,,,,masculino,Hamidreza Qashqai,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P2a5e46c6-6a7a-48f9],Desconocida,,,,,,,,,,,,,,,,,,,,
[P25c3cacf-ae90-4a4a],Ebarti,,,,,,masculino,Hamidreza Qashqai,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P4f941820-5d6e-4427],Desconocida,,,,,,,,,,,,,,,,,,,,
[P5df0daa6-52f8-4795],Kindattu,,,,,,masculino,Hamidreza Qashqai,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P1c710555-4e3b-4605],Desconocida,,,,,,,,,,,,,,,,,,,,
[P5d0e50a6-c81b-472f],Idattu,,,,,,masculino,"Hinz, W.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P46df3040-8d24-45e4],Desconocida,,,,,,,,,,,,,,,,,,,,
[P800a6054-ac9f-44ad],Tan-ruhuratir,,,,,,masculino,"De Graef, K.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P2f3dfae3-0699-4ecf],Mekubi,,,,,,,,,,,,,,,,,,,,
[Pb50ebba5-6476-4031],Idattu,,,,,,masculino,Hamidreza Qashqai,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pde041edf-c765-40e9],Tazitta,,,,,,masculino,Hamidreza Qashqai,No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pd4fdc374-99b6-40a8],Lurak-luhhan,,,,,,masculino,"Hinz, W.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pf727b3bd-41d5-463e],Ebarti,,,,,,masculino,Hamidreza Qashqai,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P19df66aa-161e-4688],Idattu-napir,,,,,,masculino,Hamidreza Qashqai,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P1d81bc52-29a9-4ae0],Idattu-temt,,,,,,masculino,Hamidreza Qashqai,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P181525b9-4fa5-4ef3],Ordoño,,,,,,masculino,"Escalona, Romualdo",De acuerdo con fuentes primarias.,,,,,,,,,924,,,"Escalona, Romualdo"
[P49ebc7ed-1f3b-49e6],Desconocida,,,,,,,,,,,,,,,,,,,,
[P04121b89-d05b-4573],Elvira Menéndez,,,,,,,,,,,,,,,,,,,,
[P8da992de-1941-40a7],Aragonta Gonzales,,,,,,,,,,,,,,,,,,,,
[Pe75502ae-d914-4499],Sancha Sanchez,,,,,,,,,,,,,,,,,,,,
[P3c510ae4-d045-4f57],Ramiro,,,,,,masculino,"Santos, Francisco C. et al.",De acuerdo con fuentes primarias.,,,,,,,,,1 de Jan de 951,,,Dozi
[Pf917bbed-7418-46d8],Adosinda,,,,,,,,,,,,,,,,,,,,
[P7a492e1e-3dc4-4cc6],Urraca,,,,,,,,,,,,,,,,,,,,
[P8b13ce67-cf44-4a85],Artiga,,,,,,,,,,,,,,,,,,,,
[P9ee01ad2-4827-46aa],Desconocida,,,,,,,,,,,,,,,,,,,,
[P72ca5af9-89ec-4425],Lovesendo,,,,,,masculino,"Mattoso, José",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P4e722ebc-6a6f-422a],Sa'd,,,,,,,,,,,,,,,,,,,,
[Pa2bd38aa-bf3f-4ff7],Artiga,,,,,,,,,,,,,,,,,,,,
[P539e6b5a-55de-46e9],Ordoño,,,,,,masculino,"Santos, Francisco C. et al.",De acuerdo con fuentes primarias.,,,,,,,,,956,,,Medieval Lands
[P83fa8e52-5c2d-4882],Urraca,,,,,,,,,,,,,,,,,,,,
[P1892d678-57e9-49bc],____ Peláez,,,,,,,,,,,,,,,,,,,,
[Paa136df3-bf86-4f16],Desconocida,,,,,,,,,,,,,,,,,,,,
[P5fcda57a-2d93-4054],Vermudo,,,,,,masculino,Chronicon Suorum,De acuerdo con fuentes primarias.,,,,,,,,,999,,,Chronicon Suorum
[P13c43015-84de-45c4],Velasquita,,,,,,,,,,,,,,,,,,,,
[P1837d205-abfe-4037],Elvira Garcia,,,,,,,,,,,,,,,,,,,,
[P3e43aaf0-f390-4a64],Desconocida,,,,,,,,,,,,,,,,,,,,
[P90abbba3-a609-47a0],Alfonso,,,,,,masculino,Dozi,De acuerdo con fuentes primarias.,,,,,,,,,7 de Aug de 1028,,[Le35b04c3-6cba-4011],"Risco, Manuel"
[P0deddae1-aada-459c],Elvira Menéndez,,,,,,,,,,,,,,,,,,,,
[P67de8543-75ae-49d6],Urraca Garcia,,,,,,,,,,,,,,,,,,,,
[P63dc4467-e5b6-43ef],Desconocida,,,,,,,,,,,,,,,,,,,,
[P19ca45ba-442d-4bc0],Vermudo,,,,,,masculino,"Lopez Ferreiro, Antonio",De acuerdo con fuentes primarias.,,,,,,,,,1037,,[Le35b04c3-6cba-4011],"Florez, Henriques Fr"
[Pb692c305-56c5-41dd],Urraca,,,,,,,,,,,,,,,,,,,,
[P7009497b-b358-4f7d],Elvira,,,,,,,,,,,,,,,,,,,,
[P680c754e-177a-4e50],Jimensa Sánchez,,,,,,,,,,,,,,,,,,,,
[P869201d8-cb43-4f2e],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pdecbf639-d711-481d],Sancho,,,,,,,"Herculano, Alexandre.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P49dabcb0-35fe-4561],Alfonso,,,,,,,"Herculano, Alexandre.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P83e39a77-f66c-416c],Jimena,,,,,,,"Escalona, Romualdo",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P77b97cad-f4a4-4c32],Garcia,,,,,,,"Escalona, Romualdo",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P948c4e13-a123-40b6],Auria,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pf69083f1-56fb-4d52],Vermudo,,,,,,,"Lopez Ferreiro, Antonio",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P66bd75d3-968a-4aed],Sancho,,,,,,,"Lacarra, José M.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pc36deca3-e3fc-42a0],Elvira,,,,,,,"Lacarra, José M.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pc59e2e5b-45ca-4199],Aboazar (Ramires),,,,,,,"Herculano, Alexandre",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P49e92cee-4e27-41f5],Aboazar Lovesendes,,,,,,,"Rei, António",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pd836d5f0-c2e1-4211],Aboazar Lovesendes,,,,,,,Geneall,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P41c89a0f-a5ad-48d2],Cristina,,,,,,,"de Mariana, Juan",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P6c5b30a4-ccd0-4486],Sancha,,,,,,,"Lopez Ferreiro, Antonio",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P74a4245a-c2af-45e4],Tereza,,,,,,,"Lopez Ferreiro, Antonio",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P44cb5ea7-b910-4429],Elvira,,,,,,,"Lopez Ferreiro, Antonio",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pa840a252-f572-4ce8],Pelayo Vermúdez,,,,,,,"Flórez, Henriquez",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pa4146027-75f2-4795],Ordoño Vermúdez,,,,,,,"Lopez Ferreiro, Antonio",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P955d7605-3bba-44d1],Vermudo Vermúdez,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pcef9133a-c013-408e],Piñolo Vermúdez,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pe8abc435-174e-4cbb],Elvira Vermúdez,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P0f92a548-fb2c-430f],Sancha Vermúdez,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P533f89b7-05d5-447c],Sancha,,,,,,,Crônica de Sampiro,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pec32cc0d-3fa3-4966],Jimena,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pff7b1b09-c101-454b],Nuño Alfonso,,,,,,,Conde Dom Pedro,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P8b2fa283-2c43-43e9],Alfonso,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P0ae2ad61-8cc4-45e6],Desconocida,,,,,,femenino,"Starikovskaya, Elena B. et al., pp. 6",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P4a365625-add5-4701],Desconocido,,,,,,,,,,,,,,,,,,,,
[Pcbfe8256-3359-4488],Desconocida,,,,,,femenino,"Starikovskaya, Elena B. et al., pp. 6, 7, 18",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P9ff20ce1-e21c-4bbd],Desconocido,,,,,,,,,,,,,,,,,,,,
[Pbcde717d-e0dd-42c7],Desconocida,,,,,,femenino,"Starikovskaya, Elena B. et al., pp. 7, 8, 19",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P15b25270-b119-44ce],Desconocido,,,,,,,,,,,,,,,,,,,,
[P7ad77d69-b2c9-47ca],Desconocida,,,,,,femenino,"Starikovskaya, Elena B. et al., pp. 7, 8, 19",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P30fc41c2-f8f5-4287],Desconocido,,,,,,,,,,,,,,,,,,,,
[P7db05ede-d21b-45af],Desconocida,,,,,,femenino,"Brown, M. D. et al.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P86429e53-425c-46c7],Desconocido,,,,,,,,,,,,,,,,,,,,
[P18ed834b-b6f9-4e14],Desconocido,,,,,,,"Dulik, Matthew C. et al., pp. 237",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P8a164247-af9c-4235],Desconocido,,,,,,,"Dulik, Matthew C. et al., pp. 237",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P9e5806eb-ef07-4a7b],Desconocido,,,,,,,"Dulik, Matthew C. et al., pp. 237",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P1df5ab73-f093-46ea],Desconocida,,,,,,,"Dulik, Matthew C. et al., pp. 237",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P2f37e2f8-356a-4f3c],Desconocida,,,,,,,"Dulik, Matthew C. et al., pp. 237",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P9ef25a2f-32a5-477e],Desconocida,,,,,,femenino,"Fagundes, N. J. R. et al.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P014c833f-d6e1-4b50],Desconocido,,,,,,,,,,,,,,,,,,,,
[P5269a2c2-48ac-4add],Desconocida,,,,,,femenino,"Fagundes, N. J. R. et al.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pa4e22ab7-03b9-439d],Desconocido,,,,,,,,,,,,,,,,,,,,
[Pf74ffa73-cbea-4d86],Desconocida,,,,,,femenino,"Waters, M. R., & Stafford, T. W., Jr.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P015ec22b-f690-4362],Desconocido,,,,,,,,,,,,,,,,,,,,
[P275158c0-b824-4cea],Desconocida,,,,,,femenino,"Fagundes, N. J. R. et al.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P793027e4-d062-4b26],Desconocido,,,,,,,,,,,,,,,,,,,,
[Pebedeb15-9890-4e6b],Desconocida,,,,,,,"Waters, M. R., & Stafford, T. W., Jr.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pff268c29-0ea0-47d2],Desconocido,,,,,,,"Meltzer, David J., et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P15db5986-6377-410d],Desconocido,,,,,,,"Dillehay, T. D. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pd2c0538a-8f7c-4654],Desconocida,,,,,,,"Waters, M. R. et al",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P405c1e41-7477-4b2d],K’inich Yax K’uk’ Mo,,,,,,masculino,"Hutnick, Anastasia",De acuerdo con fuentes primarias.,,,,,,,,,437,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Hutnick, Anastasia"
[P54b7bf19-b01f-41c8],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pe8404d39-113b-434c],K’inich Popol Hol,,,,,,masculino,"Hutnick, Anastasia",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pb647d0bb-19d6-49b6],Sin identificar,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P2551ffa2-90d2-45ec],K’altuun Hix,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P25e6dc95-3024-43aa],Desconocido,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pb4f93766-397e-4d6a],Sin identificar,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pe71f0fe9-405f-4dbe],Bahlam Nehn,,,,,,make,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,532,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Hutnick, Anastasia"
[P79498381-a356-44b0],Desconocida,,,,,,,,,,,,,,,,,,,,
[P104eea25-a2ae-4dbc],Wi’ Yohl K’inich,,,,,,masculino,"Hutnick, Anastasia",De acuerdo con fuentes primarias.,,,,,,,,,551,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Hutnick, Anastasia"
[P93c1a563-3029-4403],Desconocido,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,553,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Castillo, José Alfredo F."
[P41babe8f-c403-4e18],Luna Jaguar,,,,,,masculino,"Hutnick, Anastasia",De acuerdo con fuentes primarias.,,,,,,,,,578,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Castillo, José Alfredo F."
[P96373e79-5878-477c],Butz' Chan,,,,,,masculino,"Hutnick, Anastasia",De acuerdo con fuentes primarias.,,,,,,,,,628,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Castillo, José Alfredo F."
[P62aa7397-ee86-4c42],K’ahk Uti’ Witz’ K’awiil,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,[5f164ab9-430e-484f-88a5-ec014b16b515],,,,,,695,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Castillo, José Alfredo F."
[Pd176a696-3739-4e8a],Desconocida,,,,,,,,,,,,,,,,,,,,
[P9e5a8bc6-d0df-4c45],Waxaklajuun Ubaah K’awiil,,,,,,masculino,"Miller, J. H.",De acuerdo con fuentes primarias.,,,,,,,,,738,,,"Hutnick, Anastasia"
[P19a6ba75-abd3-496a],K’ahk’ Joplaj Chan K’awiil,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,749,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Castillo, José Alfredo F."
[P6b712b3d-1b3b-4ecd],Desconocida,,,,,,,,,,,,,,,,,,,,
[P389d079d-ef8b-45e0],K’ahk’ Yipyaj Chan K’awiil,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,,,,,,,,,761,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Castillo, José Alfredo F."
[Pf9a854c2-93d4-4bbb],Chak Ni Ye’ Xook,,,,,,,,,,,,,,,,,,,,
[P238e4271-7461-48b9],Yax Pasaj Chan Yopaat,,,,,,masculino,"Castillo, José Alfredo F.",De acuerdo con fuentes primarias.,754,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Hutnick, Anastasia",,,,,810,,[5f164ab9-430e-484f-88a5-ec014b16b515],"Hutnick, Anastasia"
[P73707b7d-45db-47c2],Desconocida,,,,,,femenino,,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Paaec2bd2-6808-4153],Desconocido,,,,,,,,,,,,,,,,,,,,
[P39615aeb-8216-4531],Maria,de Faria,,,,,femenino,"Viotti, Hélio A.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pf0bee1f7-d493-49fc],Pedro Vicente,,,,,,,,,,,,,,,,,,,,
[P35c075e1-1ca4-4a1b],Philippa,Vicente,,,,,femenino,Family Search,De acuerdo con fuentes primarias.,,,,,,,,,1627,,[Lbb27b339-a666-4cb3],Inventários e Testamentos
[Paf25d3a9-3c5c-4376],João de Prado,,,,,,,,,,,,,,,,,,,,
[Pc36e6f6f-9e1f-4322],Izabel,do Prado,,,,,femenino,Inventários e Testamentos,De acuerdo con fuentes primarias.,,,,,,,,,1668,,[Lbb27b339-a666-4cb3],Inventários e Testamentos
[Pb689d239-6b7e-471f],Pascoal Leite,,,,,,,,,,,,,,,,,,,,
[P450b9f70-8983-4ae3],Maria,Leite da Silva,,,,,femenino,"Guimarães, José",De acuerdo con fuentes primarias.,,,,,,,,,1670,,[Lbb27b339-a666-4cb3],Inventários e Testamentos
[Pb8fb53a4-d56e-4f1c],Pedro Dias,,,,,,,,,,,,,,,,,,,,
[P0f3c457d-0eb1-4f6d],Helena,do Prado,,,,,femenino,Inventários e Testamentos,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P92d061f3-06d9-4d48],Pedro Leme,,,,,,,,,,,,,,,,,,,,
[P9ac9d4f2-5148-4c5a],Felippa,Vicente,,,,,femenino,Inventários e Testamentos,De acuerdo con fuentes primarias.,,,,,,,,,1615,,[Lbb27b339-a666-4cb3],Inventários e Testamentos
[Pe31e14e8-9d8f-433d],Luiz Furtado,,,,,,,,,,,,,,,,,,,,
[P5f8d36d8-2837-493d],João,do Prado,,,,,masculino,Inventários e Testamentos,De acuerdo con fuentes primarias.,,,,,,,,,1615,,[Lbb27b339-a666-4cb3],Inventários e Testamentos
[P21629c69-0ac4-495f],Maria da Silva,,,,,,,,,,,,,,,,,,,,
[P6b5d9281-28fa-4428],Desconocido,,,,,,masculino,"Silva Leme, Luiz G.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pb9474938-5c6e-4aab],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pbcb338cf-a370-48b6],Fulana Guassú,,,,,,feminino,"Viotti, Hélio A.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P244b4b23-aedd-4359],Domingos Luiz Grou,,,,,,,,,,,,,,,,,,,,
[P43b839cd-c552-434e],Desconocido,,,,,,,,No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pa3d5fd7e-6b45-47ff],Maria do Prado,,,,,,,Inventários e Testamentos,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P60aa7c3d-ad62-4986],Pero do Prado,,,,,,,Inventários e Testamentos,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pd32e4087-13a5-4785],Manco Capac,,,,,,masculino,"Betanzos, Juan",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P60fdad3a-3c6f-4051],Mama Ocllo,,,,,,,,,,,,,,,,,,,,
[Pc550a177-ecab-4d47],Sinchi Roca,,,,,,masculino,"Barker, R.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P55a3caae-a076-4305],Mama Coca,,,,,,,,,,,,,,,,,,,,
[Pce6adef3-f531-4b2b],Lloque Yupanqui,,,,,,masculino,"Barker, R.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P99b809b2-f336-4c8b],Mama Cora Ocllo Coya,,,,,,,,,,,,,,,,,,,,
[P2e182641-6822-49c0],Mayta Capac,,,,,,masculino,"Barker, R.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P50af8bb0-d7d1-499d]," Chimbo Mama Yachi",,,,,,,,,,,,,,,,,,,,
[P096e8433-5ecd-4179],Capac Yupanqui,,,,,,masculino,"Niles, Susan A.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P252e7516-114a-4874],Cusi Hilpay,,,,,,,,,,,,,,,,,,,,
[P0aee4c0b-8a42-450c],Cusi Chimbo,,,,,,,,,,,,,,,,,,,,
[P9c28b2f6-8726-4356],Desconocida,,,,,,,,,,,,,,,,,,,,
[P34b9c54f-b52d-48d4],Inca Roca,,,,,,masculino,"Barker, R.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P8963c1b3-3cf4-4053],Cusi Chimbo,,,,,,,,,,,,,,,,,,,,
[P8a33d673-441f-4abc],Desconocida,,,,,,,,,,,,,,,,,,,,
[P758716ba-e19c-4a1a],Yahuar Huacac,,,,,,masculino,"Barker, R.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P58bb27be-b5d2-49f7],Ipauaco Mamachi Coya,,,,,,,,,,,,,,,,,,,,
[Pbfdca88e-9c37-4aee],Viracocha,,,,,,masculino,"Poma de Ayala, Felipe Guaman",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P02eddaa0-f629-431a],Mama Yunto Cayan Coya,,,,,,,,,,,,,,,,,,,,
[P61c327e2-8b3f-47fe],Urcon Inca,,,,,,masculino,"Poma de Ayala, Felipe Guaman",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P96238d4f-c326-4c4c],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pf89f9b79-65ea-4890],Mama Anauarque,,,,,,femenino,"Poma de Ayala, Felipe Guaman",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P1168afe6-3f90-43c3],Titu Cusi Yupanki (<i>Pachacuti</i>),,,,,,,,,,,,,,,,,,,,
[P1dcf2851-3024-45af],Amaro Topa,,,,,,masculino,"Barker, R.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P7d054e20-f52f-4a92],Curi Ocllo,,,,,,,,,,,,,,,,,,,,
[P7b5fbc03-7c31-46f6],Yamque Yupanqui,,,,,,masculino,"Betanzos, Juan",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pc3a2edb7-b421-4ffb],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pa49598b0-346b-44a3],Tupak Yupanki,,,,,,masculino,"Poma de Ayala, Felipe Guaman",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pc55b1694-65a6-4276],Ocllo Coya,,,,,,,,,,,,,,,,,,,,
[Pf6634970-6a89-4539],Huayna Capac (<i>Guayanacaba</i>),,,,,,masculino,"Poma de Ayala, Felipe Guaman",De acuerdo con fuentes primarias.,,,,,,,,,1529,,[L4b235323-b0a1-440e],"De Hoz, Pedro S."
[P823bf134-6eea-4ccc],Mama Ocllo,,,,,,,,,,,,,,,,,,,,
[Pbcb9a71c-b8c3-4c8f],Paccha,,,,,,,,,,,,,,,,,,,,
[P9e2e2931-1110-4945],Huascar,,,,,,masculino,"Poma de Ayala, Felipe Guaman",De acuerdo con fuentes primarias.,,,,,,,,,1533,,[L4b235323-b0a1-440e],"De Hoz, Pedro S."
[P280ae3d7-efe7-4318],Chuquillanto Coya,,,,,,,,,,,,,,,,,,,,
[P50ba5cec-3c09-4789],Atahualpa,,,,,,masculino,"Lumbreras, Luis G.",De acuerdo con fuentes primarias.,,,,,,,,,1533,,[L4b235323-b0a1-440e],"De Hoz, Pedro S."
[Pa57736e9-d6df-4d70],Desconocida,,,,,,,,,,,,,,,,,,,,
[P2b160656-7860-456b],Jesús,,,,,,,"Poma de Ayala, Felipe Guaman",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pc5f91c9a-e9ff-4233],Quispe Yupanqui,,,,,,,"Barker, R.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P4e9f3943-810c-4b39],Desconocida,,,,,,femenino,"Adachi, N. et al.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P31af3f24-063d-4769],Desconocido,,,,,,,,,,,,,,,,,,,,
[Paf89eb61-4e26-412e],Desconocida,,,,,,femenino,The British Museum,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P1f2de871-8859-4392],Desconocido,,,,,,,,,,,,,,,,,,,,
[P7e747c20-7990-48b6],Desconocida,,,,,,femenino,"Habu, J.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P7399475e-f59e-4b54],Desconocido,,,,,,,,,,,,,,,,,,,,
[P0bcef77c-be05-4de6],Desconocida,,,,,,femenino,Department of Asian Art,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P5cd88236-3637-4510],Desconocido,,,,,,,,,,,,,,,,,,,,
[P91af414c-04a2-4b57],Desconocido,,,,,,masculino,"Adachi, N. et al.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P832b4144-77d5-46a1],Desconhecida,,,,,,,,,,,,,,,,,,,,
[P4a074516-938b-4629],Desconocido,,,,,,masculino,Department of Asian Art,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P093f191d-4be2-4775],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pfcc69f87-e487-43a7],Desconocida,,,,,,,"Yamaguchi, B.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P1c83e4bb-aaee-4bd8],Desconocido,,,,,,,"Yamaguchi, B.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pa5217aa4-8baa-4229],Desconocido,,,,,,,"Yamaguchi, B.",No se encontraron fuentes primarias.,,,,,,,,,,,,
